Address,district,beat,grid,crimedescr,ucr_ncic_code
CALVINE RD / BRUCEVILLE RD,5,5C        ,1654,TRAFFIC-ACCIDENT INJURY,5400
1896 ARDEN WAY,2,2C        ,628,503 PC   EMBEZZLEMENT,2799
3927 MARYSVILLE BLVD,2,2A        ,505,459 PC  BURGLARY BUSINESS,2203
5100 STOCKTON BLVD,6,6B        ,1084,10851(A)VC TAKE VEH W/O OWNER,2404
1470 JANRICK AVE,5,5A        ,1501,242 PC  BATTERY CIVILIAN,1313
5210 SHORTWAY DR,5,5C        ,1644,594(B)(2)(A) VANDALISM/ -$400,2999
3RD ST / L ST,3,3M        ,742,20002(A) HIT/RUN,5401
14TH ST / P ST,3,3A        ,765,TRAFFIC-ACCIDENT INJURY,5400
2460 FLORIN RD,5,5A        ,1363,9.04.050 A DRINKING IN PUBLIC,7399
1730 O ST,3,3B        ,766,459 PC  BURGLARY RESIDENCE,2204
1421 OREGON DR,4,4A        ,964,TOWED/STORED VEHICLE,7000
5824 ANNRUD WAY,4,4C        ,1227,459 PC  BURGLARY RESIDENCE,2204
ARCADE BLVD / CLAY ST,2,2B        ,545,TOWED/STORED VEH-14602.6,7000
2415 L ST,3,3B        ,747,10851(A)VC TAKE VEH W/O OWNER,2404
1831 CAPITOL AVE,3,3M        ,746,314.1 PC   INDECENT EXPOSURE,3605
2668 STONECREEK DR,1,1B        ,435,10851(A)VC TAKE VEH W/O OWNER,2404
3950 DEVELOPMENT DR,2,2A        ,510,THREATS - I RPT,7000
1901 J ST,3,3B        ,736,459 PC  BURGLARY VEHICLE,2299
GROVE AVE / ELEANOR AVE,2,2B        ,541,TOWED/STORED VEHICLE,7000
3140 J ST,3,3C        ,841,459 PC  BURGLARY VEHICLE,2299
113 K ST,3,3M        ,741,484 PC   PETTY THEFT/INSIDE,2308
4700 FREEPORT BLVD,4,4A        ,956,487(A) PC GRAND THEFT,2303
4331 STOCKTON BLVD,6,6B        ,1064,11364 HS POSS DRUG PARAPH,3599
16TH ST / BROADWAY,4,4A        ,906,10851(A)VC TAKE VEH W/O OWNER,2404
1701 O ST,3,3B        ,766,CASUALTY REPORT,7000
NORTHGATE BLVD / W EL CAMINO AVE,1,1C        ,429,MISCELLANEOUS I RPT (ZMISC),7000
SUTTERVILLE RD / FRANKLIN BLVD,4,4B        ,937,TRAFFIC-ACCIDENT INJURY,5400
2378 GROVE AVE,2,2C        ,602,10851(A)VC TAKE VEH W/O OWNER,2404
3500 53RD ST,6,6B        ,1054,459 PC  BURGLARY RESIDENCE,2204
545 K ST,3,3M        ,742,459 PC  BURGLARY VEHICLE,2299
211 HEMFORD CIR,5,5A        ,1502,PETTY THEFT - I RPT,7000
4680 NATOMAS BLVD,1,1A        ,145,484 PC   PETTY THEFT/INSIDE,2308
3555 AUBURN BLVD,2,2A        ,509,5150 WI DANGER SELF/OTHERS,7000
ACACIA AVE / RIO LINDA BLVD,2,2B        ,544,TOWED/STORED VEH-14602.6,7000
3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000
1253 ACACIA AVE,2,2B        ,545,245(A)(1)AWDW/NO FIREARM/CIVIL,1315
HOWE AVE / FOLSOM BLVD,3,3C        ,1102,TRAFFIC-ACCIDENT-NON INJURY,5400
725 SAN JUAN RD,1,1C        ,406,211 PC  ROBBERY UNSPECIFIED,1299
6025 DIAS AVE,6,6B        ,1421,5150 WI DANGER SELF/OTHERS,7000
3348 DRY BRANCH CT,1,1B        ,401,10851(A)VC TAKE VEH W/O OWNER,2404
547 L ST,3,3M        ,742,10851(A)VC TAKE VEH W/O OWNER,2404
47TH AVE / WOODBINE AVE,4,4B        ,1326,TOWED/STORED VEHICLE,7000
1111 LOS ROBLES BLVD,2,2B        ,525,FAMILY DISTURBANCE - I RPT,7000
700 K ST,3,3M        ,742,148.9 PC FALSE ID TO OFFICER,4803
10 FIG LEAF CT,2,2A        ,212,MISSING PERSON,7000
4400 TRUXEL RD,1,1A        ,307,459 PC  BURGLARY VEHICLE,2299
4901 ALCOTT DR,6,6C        ,1142,10851(A)VC TAKE VEH W/O OWNER,2404
2881 38TH AVE,4,4B        ,998,594(B)(2)(A) VANDALISM/ -$400,2999
8256 VILLAGE CREEK WAY,5,5C        ,1642,10851(A)VC TAKE VEH W/O OWNER,2404
260 ODELL CIR,1,1A        ,116,459 PC  BURGLARY VEHICLE,2299
7821 ALTA VALLEY DR,5,5C        ,1624,211 PC ROBBERY- BUSINESS,1299
BELLEVIEW AVE / FRUITRIDGE RD,6,6C        ,1152,211 PC  ROBBERY UNSPECIFIED,1299
1776 SOUTH AVE,2,2B        ,526,243(E)1 BATTERY NONCOHAB SPOUS,1315
2224 BELL AVE,2,2A        ,237,10851 VC AUTO THEFT LOCATE,2404
7293 FARM DALE WAY,4,4C        ,1289,10851(A)VC TAKE VEH W/O OWNER,2404
7661 SKIROS WAY,5,5B        ,1612,PROTECTIVE CUSTODY-I RPT,7000
8TH ST / L ST,3,3M        ,742,PROTECTIVE CUSTODY-I RPT,7000
2660 STONECREEK DR,1,1B        ,435,211 PC  ROBBERY UNSPECIFIED,1299
YREKA AVE / CANYON TREE DR,4,4B        ,1356,211 PC  ROBBERY UNSPECIFIED,1299
906 12TH ST,3,3M        ,734,CASUALTY REPORT,7000
1861 GLENROSE AVE,2,2C        ,567,10851(A)VC TAKE VEH W/O OWNER,2404
19TH ST / P ST,3,3B        ,766,10851(A)VC TAKE VEH W/O OWNER,2404
19TH ST / J ST,3,3M        ,736,CASUALTY REPORT,7000
2451 MEADOWVIEW RD,5,5A        ,1396,CHILD WELFARE - I RPT,7000
2828 AQUINO DR,1,1B        ,422,FOUND PROPERTY - I RPT,7000
NORTHGATE BLVD / RIO TIERRA AVE,1,1C        ,419,TRAFFIC-ACCIDENT INJURY,5400
4500 TRUXEL RD,1,1A        ,306,459 PC  BURGLARY VEHICLE,2299
300 CURRAN AVE,1,1C        ,429,484 PETTY THEFT CLOUT UNLOCKED,2305
18TH ST / V ST W ST ALY,3,3A        ,785,11364 HS POSS DRUG PARAPH,3599
757 ALAMOS AVE,2,2B        ,543,10851(A)VC TAKE VEH W/O OWNER,2404
2304 OAKMONT ST,2,2C        ,603,11350(A)HS POSS CNTRL SUBST,3532
1230 J ST,3,3M        ,744,487(A) GRAND THEFT-INSIDE,2308
NORTHGATE BLVD / SAN JUAN RD,1,1C        ,419,459 PC  BURGLARY VEHICLE,2299
4940 MACK RD,5,5B        ,1621,245(A)(1)AWDW/NO FIREARM/CIVIL,1315
EDGEWATER RD / EL CAMINO AVE,2,2C        ,551,11377(A)HS POSS AMPHETAMINES,3572
426 CLAIRE AVE,2,2A        ,203,CASUALTY REPORT,7000
4101 INNOVATOR DR,1,1A        ,336,459 PC  BURGLARY VEHICLE,2299
3962 3RD AVE,6,6A        ,1014,530.5 PC USE PERSONAL ID INFO,2604
8025 WAGON TRAIL WAY,6,6C        ,1445,10851(A)VC TAKE VEH W/O OWNER,2404
412 ARCADE BLVD,2,2B        ,542,459 PC  BURGLARY VEHICLE,2299
219 S ST,3,3A        ,772,484 PC-PETTY THEFT-COIN MACHIN,2307
215 S ST,3,3A        ,772,484 PC-PETTY THEFT-COIN MACHIN,2307
217 S ST,3,3A        ,772,484 PC-PETTY THEFT-COIN MACHIN,2307
5720 HOLSTEIN WAY,4,4C        ,1227,459 PC  BURGLARY VEHICLE,2299
1460 WOODRIDGE OAK WAY,1,1C        ,425,459 PC  BURGLARY VEHICLE,2299
4782 KIT WAY,2,2A        ,222,484 PC   PETTY THEFT/INSIDE,2308
1401 TIVERTON AVE,5,5A        ,1361,530.5 PC USE PERSONAL ID INFO,2604
LAS PALMAS AVE / ALTOS AVE,2,2B        ,543,20002(A) HIT/RUN,5401
8120 TIMBERLAKE WAY,5,5C        ,1639,TOWED/STORED VEH-14602.6,7000
7530 RUSH RIVER DR,4,4C        ,1292,211 PC  ROBBERY UNSPECIFIED,1299
99 VILLAGE CIR,2,2A        ,238,243(E)1 BATTERY NONCOHAB SPOUS,1315
JIBBOOM ST / RICHARDS BLVD,3,3A        ,721,10851 VC AUTO THEFT LOCATE,2404
1ST AVE / ALHAMBRA BLVD,6,6A        ,1011,12420 PC SELL/TRANSP TEAR GAS,5299
5560 MCGLASHAN ST,6,6B        ,1084,594(B)(1)PC  VANDALISM +$400,2999
19TH ST / CAPITOL AVE,3,3M        ,746,10851 VC AUTO THEFT LOCATE,2404
6815 24TH ST,4,4B        ,1346,MISCELLANEOUS I RPT (ZMISC),7000
4918 KOKOMO DR,1,1A        ,123,487(A) GRAND THEFT-CLOUT-UNLOC,2305
2412 E ST,3,3B        ,728,10851(A)VC TAKE VEH W/O OWNER,2404
610 BERCUT DR,3,3A        ,701,459 PC  BURGLARY BUSINESS,2203
7767 LA RIVIERA DR,3,3C        ,888,459 PC  BURGLARY VEHICLE,2299
23RD ST / CAPITOL AVE,3,3B        ,747,11364 HS POSS DRUG PARAPH,3599
4673 DANROTH DR,2,2A        ,222,459 PC  BURGLARY VEHICLE,2299
1245 27TH AVE,4,4A        ,1208,594(B)(1)PC  VANDALISM +$400,2999
1470 MATHEWS WAY,5,5A        ,1371,THREATS - I RPT,7000
715 L ST,3,3M        ,742,211 PC  ROBBERY UNSPECIFIED,1299
6230 GREENHAVEN DR,4,4C        ,1265,10851 VC AUTO THEFT LOCATE,2404
1045 GRAND AVE,2,2A        ,504,594(B)(1)PC  VANDALISM +$400,2999
1824 DAWNELLE WAY,1,1A        ,106,487(A) PC GRAND THEFT,2303
950 ELEANOR AVE,2,2B        ,563,BATTERY - I RPT,7000
4555 FRANCIS CT,4,4A        ,956,187(A)  HOMICIDE,999
4555 FRANCIS CT,4,4A        ,956,MISSING PERSON,7000
2170 20TH AVE,4,4A        ,957,ACCIDENTAL FIRES/ARSON -I RPT,7000
3900 ROSEVILLE RD,2,2A        ,507,10851(A)VC TAKE VEH W/O OWNER,2404
416 28TH ST,3,3B        ,718,5150 WI DANGER SELF/OTHERS,7000
3800 DIDCOT CIR,2,2A        ,501,459 PC  BURGLARY RESIDENCE,2204
TRUXEL RD / I 80 EB,1,1B        ,402,496(A) RECEIVE STOLEN PROPERTY,2803
8531 THYS CT,6,6C        ,1411,BUSINESS PERMITS - I RPT,7000
BROADWAY / 20TH ST,4,4A        ,907,TOWED/STORED VEHICLE,7000
7024 MAITA CIR,6,6C        ,1112,459 PC  BURGLARY RESIDENCE,2204
3526 37TH ST,6,6A        ,1041,594(B)(2)(A) VANDALISM/ -$400,2999
61ST ST / 19TH AVE,6,6B        ,1067,10851 VC AUTO THEFT LOCATE,2404
7767 21ST AVE,6,6C        ,1132,10851(A)VC TAKE VEH W/O OWNER,2404
5303 FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT,7000
3180 GUADALAJARA WAY,1,1B        ,353,459 PC  BURGLARY VEHICLE,2299
N B ST / N 7TH ST,3,3A        ,705,TRAFFIC-ACCIDENT INJURY,5400
1820 FRIENZA AVE,2,2C        ,568,459 PC  BURGLARY BUSINESS,2203
48 ROSE MEAD CIR,4,4C        ,1289,484G(B) PC ACCESS CARD FRAUD,2605
1671 PEBBLEWOOD DR,1,1B        ,412,484 PETTY THEFT/LICENSE PLATE,2399
SELMA ST / DIXIEANNE AVE,2,2C        ,604,10851 VC AUTO THEFT LOCATE,2404
10TH ST / K ST,3,3M        ,744,11357(B)HS POSS -28.5GR MARIJ,3562
27TH ST / E ST,3,3B        ,718,TRAFFIC-ACCIDENT INJURY,5400
4520 BROOKFIELD DR,5,5B        ,1603,TOWED/STORED VEHICLE,7000
POCKET RD / COLEMAN RANCH WAY,4,4C        ,1294,TRAFFIC-ACCIDENT INJURY,5400
BANDON WAY / DEVRI CT,1,1B        ,411,FOUND PROPERTY - I RPT,7000
CENTER PKWY / LERNER WAY,5,5B        ,1605,TOWED/STORED VEH-14602.6,7000
14TH ST / J ST,3,3M        ,735,TOWED/STORED VEH-14602.6,7000
15 BUSINESS PARK WAY,6,6C        ,1407,10851 VC AUTO THEFT LOCATE,2404
780 GREG THATCH CIR,1,1A        ,102,10851(A)VC TAKE VEH W/O OWNER,2404
4500 TYNEBOURNE ST,1,1A        ,304,594(B)(2)(A) VANDALISM/ -$400,2999
7231 GREENHAVEN DR,4,4C        ,1287,SUSP PERS-NO CRIME - I RPT,7000
3900 ROSEVILLE RD,2,2A        ,507,10851(A)VC TAKE VEH W/O OWNER,2404
5TH ST / J ST,3,3M        ,732,TOWED/STORED VEH-14602.6,7000
1028 LAKE GLEN WAY,4,4C        ,1225,10851 VC AUTO THEFT LOCATE,2404
1701 ARDEN WAY,2,2C        ,619,10851(A)VC TAKE VEH W/O OWNER,2404
10TH AVE / 34TH ST,6,6A        ,1041,20002(A) HIT/RUN,5401
4969 TORONTO WAY,6,6C        ,1133,484 PETTY THEFT CLOUT UNLOCKED,2305
1904 HELENA AVE,2,2C        ,567,530.5 PC USE PERSONAL ID INFO,2604
3916 BELDEN ST,2,2A        ,504,484G(B) PC ACCESS CARD FRAUD,2605
7060 ROCK CREEK WAY,6,6C        ,1422,530.5 PC USE PERSONAL ID INFO,2604
5241 9TH AVE,6,6B        ,1035,LOST PROPERTY - I RPT,7000
NORTHGATE BLVD / JEFFERSON AVE,1,1C        ,449,TOWED/STORED VEH-14602.6,7000
2951 LOGANSPORT DR,1,1A        ,123,459 PC  BURGLARY RESIDENCE,2204
FRANKLIN BLVD / 11TH AVE,4,4A        ,937,9.04.070 URINATE/DEFECATE PUB,7399
TORRANCE AVE / 32ND ST,5,5A        ,1387,TOWED/STORED VEH-14602.6,7000
1800 2ND ST,3,3A        ,772,487(A) PC GRAND THEFT,2303
55 QUASAR CIR,5,5A        ,1363,CASUALTY REPORT,7000
H ST / 50TH ST,3,3C        ,825,TOWED/STORED VEHICLE,7000
2420 S ST,3,3B        ,778,10851 VC AUTO THEFT LOCATE,2404
2681 FAIRFIELD ST,2,2B        ,552,10851 VC AUTO THEFT LOCATE,2404
4830 J ST,3,3C        ,845,TOWED/STORED VEHICLE,7000
21ST ST / I ST J ST ALY,3,3B        ,737,TOWED/STORED VEHICLE,7000
316 ROUNDTREE CT,4,4C        ,1264,487(A) GRAND THEFT-INSIDE,2308
8TH ST / K ST,3,3M        ,742,TOWED/STORED VEHICLE,7000
BROOKFIELD DR / TEAK CT,5,5B        ,1399,TOWED/STORED VEH-14602.6,7000
3581 TAYLOR ST,2,2B        ,522,422 PC THREAT/INTENT TO TERROR,1602
2541 ALBATROSS WAY,2,2C        ,568,TOWED/STORED VEHICLE,7000
33RD ST / 12TH AVE,6,6A        ,1041,TRAFFIC-ACCIDENT-NON INJURY,5400
SANDBURG DR / CAMELLIA AVE,3,3C        ,879,TOWED/STORED VEHICLE,7000
8545 FOLSOM BLVD,3,3C        ,1116,594(B)(1)PC  VANDALISM +$400,2999
5400 RALEY BLVD,2,2A        ,206,10851(A)VC TAKE VEH W/O OWNER,2404
575 DISPLAY WAY,2,2A        ,511,10851(A)VC TAKE VEH W/O OWNER,2404
701 12TH ST,3,3A        ,725,484 PC PETTY THEFT,2399
NEASHAM CIR / FRONT ST,3,3A        ,761,9.04.050 A DRINKING IN PUBLIC,7399
21ST ST / S ST,3,3B        ,777,TOWED/STORED VEHICLE,7000
6278 RIVERSIDE BLVD,4,4C        ,1251,459 PC  BURGLARY RESIDENCE,2204
2730 FLORIN RD,5,5A        ,1363,594(B)(2)(A) VANDALISM/ -$400,2999
3845 MARYSVILLE BLVD,2,2A        ,505,TOWED/STORED VEH-14602.6,7000
FRANKLIN BLVD / MEADOWGATE DR,5,5B        ,1369,TRAFFIC-ACCIDENT INJURY,5400
10 FIG LEAF CT,2,2A        ,212,5150 WI DANGER SELF/OTHERS,7000
2055 W EL CAMINO AVE,1,1B        ,422,10851(A)VC TAKE VEH W/O OWNER,2404
2815 CONNIE DR,2,2C        ,567,459 PC  BURGLARY RESIDENCE,2204
2727 RIVER PLAZA DR,1,1B        ,478,475(C) PASS FORGED NOTE,2506
9TH ST / CAPITOL MALL,3,3M        ,754,TOWED/STORED VEH-14602.6,7000
5700 MACK RD,5,5C        ,1623,475(C) PASS FORGED NOTE,2506
7403 FLORES WAY,5,5A        ,1396,FORGERY-COUNTERFEITING,2503
20TH AVE / FREEPORT BLVD,4,4A        ,957,TRAFFIC-ACCIDENT INJURY,5400
22ND ST / I ST,3,3B        ,737,TRAFFIC-ACCIDENT-NON INJURY,5400
1221 RIVERA DR,2,2B        ,525,459 PC  BURGLARY RESIDENCE,2204
19TH ST / R ST S ST ALY,3,3A        ,776,TOWED/STORED VEHICLE,7000
2411 P ST,3,3B        ,767,10851(A)VC TAKE VEH W/O OWNER,2404
2832 GRASSLANDS DR,1,1B        ,421,459 PC  BURGLARY RESIDENCE,2204
20TH ST / I ST,3,3B        ,736,TOWED/STORED VEH-14602.6,7000
3550 MARYSVILLE BLVD,2,2B        ,526,FOUND PROPERTY - I RPT,7000
CENTER PKWY / CALVINE RD,5,5C        ,1645,TOWED/STORED VEH-14602.6,7000
1532 ROSALIND ST,2,2B        ,526,MISSING PERSON I RPT,7000
O ST / 2ND ST,3,3A        ,762,459 PC  BURGLARY VEHICLE,2299
3543 1ST AVE,6,6A        ,1013,HARASSMENT - I RPT,7000
4 VINTON CT,5,5C        ,1654,487(D)GRAND THEFT FIREARM/ANIM,2399
3RD ST / J ST,3,3M        ,732,TOWED/STORED VEH-14602.6,7000
4488 1/2 65TH ST,6,6B        ,1068,290(F)1 W/I 5 DAYS ADD CHANGE,3699
3422 9TH AVE,6,6A        ,1041,487(A) GRAND THEFT-INSIDE,2308
2156 WELLER WAY,4,4A        ,936,459 PC  BURGLARY RESIDENCE,2204
16TH ST / G ST,3,3A        ,726,TRAFFIC-ACCIDENT INJURY,5400
FOLSOM BLVD / JACKSON RD,3,3C        ,1115,TRAFFIC-ACCIDENT INJURY,5400
8548 HERMITAGE WAY,5,5C        ,1653,TOWED/STORED VEHICLE,7000
3832 HURON ST,2,2A        ,505,5150 WI DANGER SELF/OTHERS,7000
30TH ST / CAPITOL AVE,3,3C        ,841,TRAFFIC-ACCIDENT INJURY,5400
2242 ROYALE RD,2,2C        ,606,459 PC  BURGLARY RESIDENCE,2204
4700 CREST DR,1,1A        ,136,242 PC  BATTERY CIVILIAN,1313
3437 JOLA CIR,5,5A        ,1506,487(A) PC GRAND THEFT,2303
EMMONS ST / MACARTHUR ST,2,2A        ,236,10851 VC AUTO THEFT LOCATE,2404
17TH ST / J ST,3,3M        ,736,POSS STOLEN VEHICLE- I RPT,7000
699 RIVERCREST DR,4,4C        ,1251,459 PC  BURGLARY RESIDENCE,2204
144 CEDAR ROCK CIR,5,5B        ,1614,459 PC  BURGLARY RESIDENCE,2204
5303 FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT,7000
3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000
GATEWAY PARK BLVD / ARENA BLVD,1,1A        ,307,NON INJ HR/MAIL OUT REPORT,7000
1443 HOPKINS ST,4,4C        ,1311,TOWED/STORED VEHICLE,7000
2628 27TH ST,4,4A        ,908,290(F)1 W/I 5 DAYS ADD CHANGE,3699
2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON,7000
3375 SMOKE TREE DR,1,1B        ,401,530.5 PC USE PERSONAL ID INFO,2604
MACK RD / HWY 99 NB,5,5C        ,1607,ASSAULT WITH WEAPON - I RPT,7000
NATOMAS BLVD / CLUB CENTER DR,1,1A        ,106,245(A)(1)AWDW/NO FIREARM/CIVIL,1315
2827 MENDEL WAY,1,1C        ,427,FOUND PROPERTY - I RPT,7000
1900 DANBROOK DR,1,1A        ,136,BURGLARY - I RPT,7000
I ST / 16TH ST,3,3M        ,736,TOWED/STORED VEHICLE,7000
MUIR WAY / MCCLATCHY WAY,4,4A        ,904,496(A) RECEIVE STOLEN PROPERTY,2803
113 K ST,3,3M        ,741,484 PETTY THEFT-SHOPLIFT,2303
5959 LEMON PARK WAY,6,6B        ,1401,459 PC  BURGLARY RESIDENCE,2204
715 L ST,3,3M        ,742,484 PC PETTY THEFT,2399
33RD ST / 12TH AVE,6,6A        ,1041,11357(B)HS POSS -28.5GR MARIJ,3562
3381 SHADOW TREE DR,1,1B        ,401,MISSING PERSON,7000
FRUITRIDGE RD / FRANKLIN BLVD,4,4B        ,969,459 PC  BURGLARY VEHICLE,2299
3904 MAY ST,2,2A        ,504,MISSING PERSON,7000
18TH ST / K ST,3,3M        ,746,TOWED/STORED VEHICLE,7000
3211 DEL MAR WAY,2,2B        ,545,484 PC  PETTY THEFT/ OUTSIDE,2309
1780 71ST AVE,5,5A        ,1501,POSSIBLE MENTAL - I RPT,7000
12TH ST / T ST,3,3A        ,775,20002(A) HIT/RUN,5401
19TH ST / I ST,3,3M        ,736,MISCELLANEOUS I RPT (ZMISC),7000
2285 JOHN STILL DR,5,5A        ,1503,5150 WI DANGER SELF/OTHERS,7000
FLORIN PERKINS RD / JACKSON RD,3,6C        ,1126,TRAFFIC-ACCIDENT INJURY,5400
1200 N B ST,3,3A        ,706,MISCELLANEOUS I RPT (ZMISC),7000
428 W SILVER EAGLE RD,1,1C        ,419,TOWED/STORED VEHICLE,7000
712 MOREY AVE,2,2A        ,512,11357(B)HS POSS -28.5GR MARIJ,3562
925 L ST,3,3M        ,744,THREATS - I RPT,7000
7678 CANOVA WAY,5,5C        ,1605,459 PC  BURGLARY RESIDENCE,2204
166 STANFORD AVE,2,2C        ,601,23152(A) VC DUI-ALCOHOL/DRUGS,5404
593 LELANDHAVEN WAY,4,4C        ,1251,11377(A)HS POSS AMPHETAMINES,3572
STANFORD AVE / EDGEWATER RD,2,2C        ,601,10851 VC AUTO THEFT LOCATE,2404
21ST ST / MATSON DR,5,5A        ,1383,20002(A) HIT/RUN,5401
7328 LUTHER DR,5,5B        ,1369,459 PC  BURGLARY VEHICLE,2299
1522 SILICA AVE,2,2C        ,605,459 PC  BURGLARY BUSINESS,2203
GLORIA DR / FLORIN RD,4,4C        ,1262,487(A) PC GRAND THEFT,2303
BROADWAY / SAN RAFAEL CT,6,6A        ,1015,NON INJ HR/MAIL OUT REPORT,7000
3500 FLORIN RD,5,5B        ,1367,5150 WI DANGER SELF/OTHERS,7000
3500 FLORIN RD,5,5B        ,1367,5150 WI DANGER SELF/OTHERS,7000
5 RESTORATION CT,5,5B        ,1602,529 PC FALSE PERSONATION,2604
200 N 16TH ST,3,3A        ,706,TOWED/STORED VEHICLE,7000
1417 AUBURN BLVD,2,2C        ,567,10851(A)VC TAKE VEH W/O OWNER,2404
1417 AUBURN BLVD,2,2C        ,567,10851(A)VC TAKE VEH W/O OWNER,2404
3501 MEADOWVIEW RD,5,5B        ,1399,459 PC  BURGLARY VEHICLE,2299
5501 POWER INN RD,6,6C        ,1145,211 PC ROBBERY- BUSINESS,1299
1669 ARDEN WAY,2,2C        ,619,487(A) PC GRAND THEFT,2303
3291 TRUXEL RD,1,1B        ,412,487(A) PC GRAND THEFT,2303
16TH ST / CAPITOL AVE N ST ALY,3,3M        ,746,TOWED/STORED VEHICLE,7000
EL MANGO WAY / SAVANNAH LN,5,5B        ,1602,422 PC THREAT/INTENT TO TERROR,1602
1920 T ST,3,3A        ,774,459 PC  BURGLARY VEHICLE,2299
1920 T ST,3,3A        ,774,459 PC  BURGLARY VEHICLE,2299
8785 CENTER PKWY,5,5C        ,1654,484 PC   PETTY THEFT/INSIDE,2308
7012 WOODBINE AVE,4,4B        ,1356,FAMILY DISTURBANCE - I RPT,7000
211 30TH ST,3,3C        ,801,487(A) PC GRAND THEFT,2303
1725 FRIENZA AVE,2,2C        ,567,10851 VC AUTO THEFT LOCATE,2404
5741 63RD ST,6,6B        ,1402,459 PC  BURGLARY RESIDENCE,2204
3150 J ST,3,3C        ,841,594(B)(2)(A) VANDALISM/ -$400,2999
5108 CAMINO ROYALE DR,5,5B        ,1631,THREATS - I RPT,7000
2808 MENDEL WAY,1,1C        ,436,459 PC  BURGLARY VEHICLE,2299
7707 COLLEGE TOWN DR,3,3C        ,888,211 PC  ROBBERY UNSPECIFIED,1299
1701 ARDEN WAY,2,2C        ,619,211 PC ROBBERY- BUSINESS,1299
STOCKTON BLVD / SHERMAN WAY,6,6B        ,1005,10851(A)VC TAKE VEH W/O OWNER,2404
14TH AVE / MARTIN LUTHER KING JR BLVD,6,6A        ,1042,NARCOTICS SUSP/EVID/ACT- I RPT,7000
6 WINDANCE CT,5,5C        ,1653,459 PC  BURGLARY RESIDENCE,2204
4312 PINELL ST,2,2A        ,226,459 PC  BURGLARY BUSINESS,2203
3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000
K ST / 7TH ST,3,3M        ,742,11357(B)HS POSS -28.5GR MARIJ,3562
8001 BRUCEVILLE RD,5,5C        ,1639,243(D) PC BATT/CIVILIAN W/INJ,1315
L ST / 19TH ST,3,3M        ,746,5150 WI DANGER SELF/OTHERS,7000
4207 52ND ST,6,6B        ,1064,496(A) RECEIVE STOLEN PROPERTY,2803
599 50TH ST,3,3C        ,814,10851(A)VC TAKE VEH W/O OWNER,2404
1941 WATERFORD RD,2,2C        ,617,MISSING PERSON,7000
3500 FLORIN RD,5,5B        ,1367,484 PC   PETTY THEFT/INSIDE,2308
7636 24TH ST,5,5A        ,1503,476 PC PASS FICTICIOUS CHECK,2501
15 CARTHAGE CT,6,6C        ,1443,TOWED/STORED VEHICLE,7000
1900 CANTERBURY RD,2,2C        ,613,11351.5 HS POSS SALE RCK COCAI,3532
1048 DIXIEANNE AVE,2,2C        ,604,SUSP PERS-NO CRIME - I RPT,7000
29TH ST / R ST,3,3B        ,768,TRAFFIC-ACCIDENT INJURY,5400
4900 NATOMAS BLVD,1,1A        ,145,459 PC  BURGLARY RESIDENCE,2204
2293 EDGEWATER RD,2,2C        ,602,10851 VC AUTO THEFT LOCATE,2404
935 RANCHO ROBLE WAY,1,1C        ,405,MISCELLANEOUS I RPT (ZMISC),7000
2521 ALTOS AVE,2,2B        ,551,10851(A)VC TAKE VEH W/O OWNER,2404
5218 MARTIN LUTHER KING JR BLVD,6,6A        ,1081,PROTECTIVE CUSTODY-I RPT,7000
5821 JACINTO AVE,5,5C        ,1651,459 PC  BURGLARY RESIDENCE,2204
2319 MARINA GLEN WAY,1,1B        ,473,10851(A)VC TAKE VEH W/O OWNER,2404
1726 16TH ST,3,3A        ,765,CASUALTY REPORT,7000
4551 MACK RD,5,5B        ,1603,484 PC   PETTY THEFT/INSIDE,2308
920 21ST ST,3,3B        ,736,CASUALTY REPORT,7000
2026 P ST,3,3B        ,766,484 PETTY THEFT/LICENSE PLATE,2399
2180 47TH AVE,4,4B        ,1333,10851(A)VC TAKE VEH W/O OWNER,2404
2523 BROADWAY,4,4A        ,908,459 PC  BURGLARY VEHICLE,2299
23RD ST / J ST,3,3B        ,737,459 PC  BURGLARY VEHICLE,2299
5 RESTORATION CT,5,5B        ,1602,WARRANT SERVED - I RPT,7000
1689 ARDEN WAY,2,2C        ,619,10851(A)VC TAKE VEH W/O OWNER,2404
EL CAMINO AVE / VAN NESS ST,2,2C        ,567,10851 VC AUTO THEFT LOCATE,2404
3379 PAUMANOK WAY,1,1A        ,102,459 PC  BURGLARY RESIDENCE,2204
FERRAN AVE / MANORSIDE DR,5,5A        ,1502,TOWED/STORED VEHICLE,7000
2745 PORTOLA WAY,4,4A        ,928,TOWED/STORED VEH-14602.6,7000
2605 ALBATROSS WAY,2,2C        ,568,10851 VC AUTO THEFT LOCATE,2404
2486 18TH AVE,4,4B        ,958,10851(A)VC TAKE VEH W/O OWNER,2404
80 VILLAGE CIR,2,2A        ,238,10851(A)VC TAKE VEH W/O OWNER,2404
3831 58TH ST,6,6B        ,1056,5150 WI DANGER SELF/OTHERS,7000
